ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,CALVIN usage,Evaluation protocol,Demos per task,Reported benchmark numbers,ABC D average task completed,ABCD D average task completed,D D average task completed,ABC D 5/5 chain success rate,ABCD D 5/5 chain success rate,D D 5/5 chain success rate,DD previous SOTA ATC,DD previous SOTA name,ABCD previous SOTA ATC,ABCD previous SOTA name,ABCDD previous SOTA ATC,ABCDD previous SOTA name,ABCD previous SOTA 5/5 chain success rate,ABCDD previous SOTA 5/5 chain success rate,DD previous SOTA 5/5 chain success rate,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
25,Device-Conditioned Neural Architecture Search for Efficient Robotic Manipulation,2026,preprint/unknown,n/a,n/a,n/a,2604.10170,2026-04-11,arXiv API published date for 2604.10170,10.48550/arXiv.2604.10170,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard; Wizwand/PapersWithCode CALVIN D D average-task leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID; CALVIN d-d average task completion result entry,indexed-citation,https://www.semanticscholar.org/paper/8efef7d754361054f9c68903a47892c3f72f3247; https://www.wizwand.com/paper/69ddca327d0172140ec79b14; https://arxiv.org/abs/2604.10170; Semantic Scholar: 8efef7d754361054f9c68903a47892c3f72f3247; Wizwand paper: 69ddca327d0172140ec79b14,reports-results,abc-d; d-d,not reported,ABC D average task completed=3.67; D D average task completed=4.48,3.67,,4.48,,,,4.52,MDT-V (FP16),3.72,MDT-V (FP16),,,,,,https://arxiv.org/html/2604.10170 Tables 3 and 4 report DC-QFA CALVIN D -> D Avg.Len. 4.48 and ABC -> D Avg.Len. 3.67.,high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,https://arxiv.org/html/2604.10170 Tables 3 and 4 report DC-QFA CALVIN D -> D Avg.Len. 4.48 and ABC -> D Avg.Len. 3.67.,high,official-ish,"Tables 3 and 4 report CALVIN D->D Avg.Len. 4.48 and ABC->D Avg.Len. 3.67, both standard official-style protocols."
26,DFM-VLA: Iterative Action Refinement for Robot Manipulation via Discrete Flow Matching,2026,preprint/unknown,n/a,n/a,n/a,2603.26320,2026-03-27,OpenAlex/arXiv location metadata for 2603.26320,10.48550/arxiv.2603.26320,OpenAlex term search - CALVIN benchmark robot; OpenAlex term search - CALVIN robot topic; Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match,indexed-citation,http://arxiv.org/abs/2603.26320; https://arxiv.org/abs/2603.26320; https://doi.org/10.48550/arxiv.2603.26320; https://www.semanticscholar.org/paper/1deb1f88b0640f0cb6e244b7fd122147342d679e; https://www.wizwand.com/paper/69ca036e0636e5bf4afc9295; https://arxiv.org/abs/2603.26320; OpenAlex: W7143413153; OpenAlex: W7144390999; Semantic Scholar: 1deb1f88b0640f0cb6e244b7fd122147342d679e; Wizwand paper: 69ca036e0636e5bf4afc9295,reports-results,abcd-d,not reported,ABCD D average task completed=4.44,,4.44,,,78.0,,,,,,4.42,UP-VLA,,81.2,,ABCD D: DFM-VLA+Head Avg Length=4.42 via Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard (https://www.wizwand.com/sota/robotic-manipulation-on-calvin-abcd-d-success-rate-conditioned-on-instruction-length); ABCD D: DFM-VLA+Embed Avg Length=4.44 via Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard (https://www.wizwand.com/sota/robotic-manipulation-on-calvin-abcd-d-success-rate-conditioned-on-instruction-length),medium,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,ABCD D: DFM-VLA+Head Avg Length=4.42 via Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard (https://www.wizwand.com/sota/robotic-manipulation-on-calvin-abcd-d-success-rate-conditioned-on-instruction-length); ABCD D: DFM-VLA+Embed Avg Length=4.44 via Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard (https://www.wizwand.com/sota/robotic-manipulation-on-calvin-abcd-d-success-rate-conditioned-on-instruction-length),medium,official-ish,Reports standard CALVIN ABCD-D average task completion on the CALVIN leaderboard.
27,Disentangled Robot Learning via Separate Forward and Inverse Dynamics Pretraining,2026,ICLR 2026 Poster,ICLR 2026 Poster,OpenReview venue metadata,medium,2604.16391,2026-03-27,arXiv API published date for 2604.16391,10.48550/arXiv.2604.16391,OpenReview term search; Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN abc-d average task completion result entry; CALVIN term/full-text metadata match; CALVIN term/metadata match,manual-citation,https://arxiv.org/abs/2604.16391; https://github.com/LogosRoboticsGroup/DeFi; https://openreview.net/forum?id=DdrsHWobR1; https://www.wizwand.com/paper/69e704887d0172140ec7ec60; https://arxiv.org/abs/2604.16391; https://github.com/LogosRoboticsGroup/DeFi; Wizwand paper: 69e704887d0172140ec7ec60,reports-results,abc-d,not reported,ABC D average task completed=4.51,4.51,,,81.2,,,,,4.33,VPP,,,76.9,,,ABC D: DeFI Average Successful Length=4.51 via Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard (https://www.wizwand.com/sota/robot-manipulation-on-calvin-abc-d); ABC D: DeFI Average Successful Length=4.05 via Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard (https://www.wizwand.com/sota/robot-manipulation-on-calvin-abc-d),medium,number-associated weight available,https://huggingface.co/zbzzbz/DeFI,"Official DeFI README links `zbzzbz/DeFI` and states the original version includes CALVIN benchmark pre-training/evaluation; Hugging Face API lists `step3_defi.pt`, `step2_gidm.ckpt`, and GFDM safetensors. This is tied to the reported CALVIN ABC-D DeFI result. No large weights were downloaded.",high,ABC D: DeFI Average Successful Length=4.51 via Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard (https://www.wizwand.com/sota/robot-manipulation-on-calvin-abc-d); ABC D: DeFI Average Successful Length=4.05 via Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard (https://www.wizwand.com/sota/robot-manipulation-on-calvin-abc-d),medium,official-ish,"Reports CALVIN ABC-D average successful length, matching the standard long-horizon split."
28,DREAM: Dynamic routing of experts via attention-based mixture for vision-language-action modeling,2026,Knowledge-Based Systems,n/a,n/a,n/a,,n/a,n/a,10.1016/j.knosys.2026.115585,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/bee174ef2e133245401048bc4fde9d9c4d6de459; Semantic Scholar: bee174ef2e133245401048bc4fde9d9c4d6de459,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
29,dWorldEval: Scalable Robotic Policy Evaluation via Discrete Diffusion World Model,2026,preprint/unknown,n/a,n/a,n/a,2604.22152,2026-04-24,arXiv API published date for 2604.22152,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/084a185a391c67d9eca9e8b7a36eef885ddac011; Semantic Scholar: 084a185a391c67d9eca9e8b7a36eef885ddac011,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
30,DynamicVLA: A Vision-Language-Action Model for Dynamic Object Manipulation,2026,arXiv.org,n/a,n/a,n/a,2601.22153,2026-01-29,arXiv API published date for 2601.22153,10.48550/arXiv.2601.22153,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/85c65a7acf5c6c18f18d3b3729007ae5f642d1ae; Semantic Scholar: 85c65a7acf5c6c18f18d3b3729007ae5f642d1ae,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
31,DySL-VLA: Efficient Vision-Language-Action Model Inference via Dynamic-Static Layer-Skipping for Robot Manipulation,2026,ArXiv.org,n/a,n/a,n/a,2602.22896,2026-02-26,OpenAlex/arXiv location metadata for 2602.22896,10.48550/arxiv.2602.22896,OpenAlex term search - CALVIN benchmark robot; OpenAlex term search - CALVIN robot topic; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN term/full-text metadata match; CALVIN term/metadata match,manual-citation,http://arxiv.org/abs/2602.22896; https://arxiv.org/abs/2602.22896; https://openalex.org/W7131862339; OpenAlex: W7131862339; OpenAlex: W7131909941,reports-results,abc-d; d-d,not reported,ABC D average task completed=2.83; D D average task completed=2.89,2.83,,2.89,,,,2.92,RoboFlamingo 3B,2.85,RoboFlamingo 3B,,,,,,https://arxiv.org/html/2602.22896 Table 2 evaluates on CALVIN and reports DySL-VLA 3B Avg Length 2.89 for D->D and 2.83 for ABC->D.,high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,https://arxiv.org/html/2602.22896 Table 2 evaluates on CALVIN and reports DySL-VLA 3B Avg Length 2.89 for D->D and 2.83 for ABC->D.,high,official-ish,Table 2 reports CALVIN D-D and ABC-D average length values under standard long-horizon splits.
32,"EmbodiedGovBench: A Benchmark for Governance, Recovery, and Upgrade Safety in Embodied Agent Systems",2026,preprint/unknown,n/a,n/a,n/a,2604.11174,2026-04-13,arXiv API published date for 2604.11174,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/3afb8112e94949ed3b34f5f830f01870d9f53643; Semantic Scholar: 3afb8112e94949ed3b34f5f830f01870d9f53643,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
33,EmbodiedMidtrain: Bridging the Gap between Vision-Language Models and Vision-Language-Action Models via Mid-training,2026,preprint/unknown,n/a,n/a,n/a,2604.20012,2026-04-21,arXiv API published date for 2604.20012,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/49c400dd807c3b3f48755ffee96ed152254dc8b8; Semantic Scholar: 49c400dd807c3b3f48755ffee96ed152254dc8b8,reports-results,abc-d,not reported,Main Table 1 on Calvin ABC-D reports +EmbodiedMidtrain InternVL3.5-1B success fractions 0.935/0.838/0.737/0.653/0.551 and Avg. Len. 3.714; +EmbodiedMidtrain Qwen3VL-2B reports 0.922/0.808/0.700/0.623/0.533 and Avg. Len. 3.584. Table 2 ablation reports the learned estimator setting at Calvin 3.714.,3.714,,,55.1,,,,,4.142,Qwen3VL-2B,,,71.0,,,"Cached arXiv HTML calvin/audit_sources/arxiv_html_2604.20012.txt, benchmark paragraph defines Calvin ABC-D as train ABC and evaluate D over 1,000 five-subtask sequences; Table 1 and Table 2 report the values.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Cached arXiv HTML calvin/audit_sources/arxiv_html_2604.20012.txt, benchmark paragraph defines Calvin ABC-D as train ABC and evaluate D over 1,000 five-subtask sequences; Table 1 and Table 2 report the values.",high,official-ish,Defines CALVIN ABC-D as train ABC and evaluate D over 1000 five-subtask sequences and reports average length.
34,Emergent Neural Automaton Policies: Learning Symbolic Structure from Visuomotor Trajectories,2026,preprint/unknown,n/a,n/a,n/a,2603.25903,2026-03-26,arXiv API published date for 2603.25903,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/7d39412a630ae8eec1957eec242c53976a7ba9d4; Semantic Scholar: 7d39412a630ae8eec1957eec242c53976a7ba9d4,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
35,Enabling Dynamic Tracking in Vision-Language-Action Models via Time-Discrete and Time-Continuous Velocity Feedforward,2026,preprint/unknown,n/a,n/a,n/a,2603.16218,2026-03-17,arXiv API published date for 2603.16218,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/c87f118633a42480726a0df1d2053e915ab187bc; Semantic Scholar: c87f118633a42480726a0df1d2053e915ab187bc,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
36,Enhancing Policy Learning with World-Action Model,2026,arXiv.org,n/a,n/a,n/a,2603.28955,2026-03-30,OpenAlex/arXiv location metadata for 2603.28955,10.48550/arXiv.2603.28955,OpenAlex term search - CALVIN benchmark robot; Semantic Scholar citation graph; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match,indexed-citation,http://arxiv.org/abs/2603.28955; https://arxiv.org/abs/2603.28955; https://www.semanticscholar.org/paper/3d9fc715d4a722b733c1c02719a6f5228d7d3649; OpenAlex: W7148177546; Semantic Scholar: 3d9fc715d4a722b733c1c02719a6f5228d7d3649,reports-results,lh-mtlc,not reported,"Table III reports Behavioral Cloning success rates on 8 CALVIN tasks, with average 45.8 for DiWA and 61.7 for WAM. The text reports model-based PPO fine-tuning average success of 92.8% for WAM versus 79.8% for the baseline.",,,,,,,,,,,,,,,,"Cached arXiv HTML calvin/audit_sources/arxiv_html_2603.28955.txt, Tables III-IV report per-task CALVIN success rates; the paper evaluates 8 individual CALVIN manipulation tasks rather than a 0-5 chained ABC-D/ABCD-D/D-D average length.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Cached arXiv HTML calvin/audit_sources/arxiv_html_2603.28955.txt, Tables III-IV report per-task CALVIN success rates; the paper evaluates 8 individual CALVIN manipulation tasks rather than a 0-5 chained ABC-D/ABCD-D/D-D average length.",high,otherwise,"Reports success rates on 8 individual CALVIN tasks rather than the standard chained ABC-D, ABCD-D, or D-D average-completed-tasks protocol."
37,ESPIRE: A Diagnostic Benchmark for Embodied Spatial Reasoning of Vision-Language Models,2026,preprint/unknown,n/a,n/a,n/a,2603.13033,2026-03-13,arXiv API published date for 2603.13033,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/0f65fc8f71a65302a19be7afad770eca9c0ffcfa; Semantic Scholar: 0f65fc8f71a65302a19be7afad770eca9c0ffcfa,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
38,Fast-dVLA: Accelerating Discrete Diffusion VLA to Real-Time Performance,2026,preprint/unknown,n/a,n/a,n/a,2603.25661,2026-03-26,arXiv API published date for 2603.25661,10.48550/arXiv.2603.25661,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/25fa61e44fb69231b5a820b53ad7e8471d675e4a; https://www.wizwand.com/paper/69c60f3f0636e5bf4afc8755; https://arxiv.org/abs/2603.25661; Semantic Scholar: 25fa61e44fb69231b5a820b53ad7e8471d675e4a; Wizwand paper: 69c60f3f0636e5bf4afc8755,reports-results,abcd-d,not reported,ABCD D average task completed=4.54,,4.54,,,81.2,,,,,,4.52,MDT,,80.1,,ABCD D: UD-VLA + Fast-dVLA Avg Trajectory Length=4.54 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d),medium,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,ABCD D: UD-VLA + Fast-dVLA Avg Trajectory Length=4.54 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d),medium,official-ish,Reports CALVIN ABCD-D average trajectory length on the standard long-horizon task-completion leaderboard.
39,FASTER: Rethinking Real-Time Flow VLAs,2026,preprint/unknown,n/a,n/a,n/a,2603.19199,2026-03-19,arXiv API published date for 2603.19199,10.48550/arXiv.2603.19199,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID,indexed-citation,https://github.com/innovator-zero/FASTER; https://www.semanticscholar.org/paper/949e9bfcffa872fef6d9eabf2bd7cd6cea31e828; https://www.wizwand.com/paper/69bcd4920636e5bf4afc2a2d; https://arxiv.org/abs/2603.19199; https://github.com/innovator-zero/FASTER; Semantic Scholar: 949e9bfcffa872fef6d9eabf2bd7cd6cea31e828; Wizwand paper: 69bcd4920636e5bf4afc2a2d,reports-results,abc-d,not reported,ABC D average task completed=4.292,4.292,,,78.1,,,,,4.313,pi_0.5,,,79.5,,,https://arxiv.org/html/2603.19199 Table 4 labels CALVIN ABC -> D and reports pi0.5+FASTER Avg.Len. 4.292; X-VLA+FASTER is 4.058.,high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,https://arxiv.org/html/2603.19199 Table 4 labels CALVIN ABC -> D and reports pi0.5+FASTER Avg.Len. 4.292; X-VLA+FASTER is 4.058.,high,official-ish,Table 4 labels CALVIN ABC-D and reports Avg.Len. for that standard split.
40,Free Your Hands: Human-Demonstration-Free Diffusion Policy Adaptation for Robotic Manipulation,2026,IEEE Transactions on Circuits and Systems for Video Technology,IEEE Transactions on Circuits and Systems for Video Technology,OpenAlex primary location metadata,medium,,n/a,n/a,10.1109/tcsvt.2026.3686290,OpenAlex term search - CALVIN robot topic,CALVIN term/metadata match,term-only,https://doi.org/10.1109/tcsvt.2026.3686290; OpenAlex: W7155042504,term-only-not-counted,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Term-only row retained for audit; no countable CALVIN citation confirmed from harvested evidence.,n/a,,
41,From Video to Control: A Survey of Learning Manipulation Interfaces from Temporal Visual Data,2026,preprint/unknown,n/a,n/a,n/a,2604.04974,2026-04-04,arXiv API published date for 2604.04974,,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/a83943c2978cc23be82bd28af5202e5088d19b1b; Semantic Scholar: a83943c2978cc23be82bd28af5202e5088d19b1b,reports-results,abc-d,not reported,"Survey Table 4 reports CALVIN ABC->D values including GR-1 3.06, VidMan 3.42, and VPP 4.33.",4.33,,,76.9,,,,,4.33,VPP,,,76.9,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2604.04974.txt, Table 4.",medium,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2604.04974.txt, Table 4.",medium,official-ish,Survey Table 4 reports comparable CALVIN ABC-D average task completion values for prior methods.
