ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,LIBERO usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Spatial,Object,Goal,Long/10,Spatial previous SOTA success rate,Spatial previous SOTA name,Object previous SOTA success rate,Object previous SOTA name,Goal previous SOTA success rate,Goal previous SOTA name,Long/10 previous SOTA success rate,Long/10 previous SOTA name,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
196,Don't Run with Scissors: Pruning Breaks VLA Models but They Can Be Recovered,2025,ArXiv.org,n/a,n/a,n/a,2510.08464,2025-10-09,row-level public-source audit,10.48550/arxiv.2510.08464,"OpenAlex term search: ""10.48550/arXiv.2306.03310""; OpenAlex term search: ""2306.03310""; OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO-Goal""; OpenAlex term search: ""LIBERO-Long""; OpenAlex term search: ""LIBERO-Object""; OpenAlex term search: ""LIBERO-Spatial""; OpenAlex term search: ""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""10.48550/arXiv.2306.03310""'; manual citation audit required.; OpenAlex term search matched '""2306.03310""'; manual citation audit required.; OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Goal""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Long""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Object""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Spatial""'; manual citation audit required.; OpenAlex term search matched '""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2510.08464; https://arxiv.org/abs/2510.08464; https://arxiv.org/pdf/2510.08464; https://doi.org/10.48550/arXiv.2510.08464; https://doi.org/10.48550/arxiv.2510.08464; https://openalex.org/W4416385721; https://www.semanticscholar.org/paper/26af14e8b743c4ed534cf72b3e60ade1cd4d9562; audit note: Suite fields use the OpenVLA+GLUESTICK-500 raw rows because the paper reports multiple backbones and the main averaged LIBERO table is delta-only.,reports-results,spatial; object; goal; long-10,not reported,"Main Table 2 reports change in success rate relative to Full Dense averaged across OpenVLA and WorldVLA; GLUESTICK-500 deltas are Spatial -32.8, Object -34.9, Goal -32.9, Long -42.2. Appendix Tables 5-8 report raw GLUESTICK-500 success rates. OpenVLA+GLUESTICK-500: Spatial 60.2, Object 71.2, Goal 47.0, Long 26.6. WorldVLA+GLUESTICK-500: Spatial 47.8, Object 25.2, Goal 45.2, Long 0.0.",60.2,71.2,47.0,26.6,88.4,WorldVLA Full Dense,85.8,OpenVLA Full Dense,81.0,WorldVLA Full Dense,55.8,OpenVLA Full Dense,"arXiv PDF https://arxiv.org/pdf/2510.08464, Sec. 4.1, Table 2, Appendix C.1 Tables 5-8.",high,weight-but-not-for-number,,"Checked the official arXiv page, official GLUESTICK project page, exact-title search, and Hugging Face search. The project page provides results but no code/checkpoint download. The paper says experiments use officially released OpenVLA and WorldVLA LIBERO checkpoints, but the tracked OpenVLA+GLUESTICK-500 number requires GLUESTICK correction/pruned artifacts, which I did not find publicly released.",high,"arXiv PDF https://arxiv.org/pdf/2510.08464, Sec. 4.1 describes evaluation on LIBERO-Spatial/Object/Goal/Long, Appendix B.1 says 10 tasks per suite with 50 repeats, and Appendix C.1 reports raw success rates.",high,official-ish,"Recheck evidence: The GLUESTICK PDF states the manipulation evaluation covers all 10 tasks from each of the four LIBERO suites with each task repeated 50 times, and Appendix Tables 5-8 report binary success percentages for Spatial, Object, Goal, and Long for OpenVLA and WorldVLA variants including GLUESTICK-500. Sources: https://arxiv.org/pdf/2510.08464; https://arxiv.org/abs/2510.08464; https://gluestick-vla.github.io/."
197,DRAE: Dynamic Retrieval-Augmented Expert Networks for Lifelong Learning and Task Adaptation in Robotics,2025,Annual Meeting of the Association for Computational Linguistics,Annual Meeting of the Association for Computational Linguistics,harvested source venue/status metadata,medium,2507.04661,2025-07-07,arXiv API first-published metadata,10.48550/arXiv.2507.04661,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2507.04661; https://doi.org/10.48550/arXiv.2507.04661; https://www.semanticscholar.org/paper/0e45054dc1127a33ab38fef1c7d397de390b6e18,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
198,Dream-VL & Dream-VLA: Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone,2025,arXiv.org,n/a,n/a,n/a,2512.22615,2025-12-27,arXiv API first-published metadata,10.48550/arXiv.2512.22615,Semantic Scholar citation graph: arXiv 2306.03310; arXiv API term search: all:LIBERO AND all:Object,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).; arXiv metadata matched query 'all:LIBERO AND all:Object'; manual citation audit required.,indexed-citation,https://arxiv.org/abs/2512.22615; https://doi.org/10.48550/arXiv.2512.22615; https://www.semanticscholar.org/paper/b80587bb894774a2a258245ab6fbc914f3e6873e,reports-results,spatial; object; goal; long-10,not reported,"Table 6 reports Dream-VLA (Ours): Spatial 97.6, Object 98.8, Goal 97.2, Long 95.0, Average 97.2. Table 5 also reports Dream-VL low-level planning on LIBERO-Goal 83.2 and LIBERO-Long 59.0 without robotic pretraining.",97.6,98.8,97.2,95.0,97.6,"OpenVLA-OFT (Kim et al., 2025)",98.8,"pi0 (Black et al., 2024a)",97.9,"OpenVLA-OFT (Kim et al., 2025)",94.5,"OpenVLA-OFT (Kim et al., 2025)","arXiv PDF https://arxiv.org/pdf/2512.22615, Tables 5-6.",high,unclear,,No result-producing checkpoint was verified in this audit.,medium,"arXiv PDF https://arxiv.org/pdf/2512.22615, Tables 5-6.",high,official-ish,"Reports standard success rates on the original LIBERO Spatial, Object, Goal, and Long suites."
199,DreamVLA: A Vision-Language-Action Model Dreamed with Comprehensive World Knowledge,2025,arXiv.org,n/a,n/a,n/a,2507.04447,2025-07-06,arXiv API first-published metadata,10.48550/arXiv.2507.04447,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2507.04447; https://doi.org/10.48550/arXiv.2507.04447; https://www.semanticscholar.org/paper/f374c4d9407566e349ab861c5d51720b211e37f9,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
200,DRL-VLA: An Optimization Method for VLA Model Based on Deep Reinforcement Learning,2025,International Conference on Parallel and Distributed Systems,International Conference on Parallel and Distributed Systems,harvested source venue/status metadata,medium,,n/a,n/a,10.1109/ICPADS67057.2025.11323099,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://doi.org/10.1109/ICPADS67057.2025.11323099; https://www.semanticscholar.org/paper/d51d2cde4a1bd7884e7092d845b5e4fa86439d0e,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
201,DropVLA: An Action-Level Backdoor Attack on Vision-Language-Action Models,2025,preprint/unknown,n/a,n/a,n/a,2510.10932,2025-10-13,arXiv API first-published metadata,,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2510.10932; https://www.semanticscholar.org/paper/5b1a07a69f588b959ba732e74a48161686d23dd6,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
202,DualVLA: Building a Generalizable Embodied Agent via Partial Decoupling of Reasoning and Action,2025,arXiv.org,n/a,n/a,n/a,2511.22134,2025-11-27,arXiv API first-published metadata,10.48550/arXiv.2511.22134,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2511.22134; https://doi.org/10.48550/arXiv.2511.22134; https://www.semanticscholar.org/paper/ebc8ac3cd95bf17978fbd86218b41340adf877d9,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
203,dVLA: Diffusion Vision-Language-Action Model with Multimodal Chain-of-Thought,2025,arXiv.org,n/a,n/a,n/a,2509.25681,2025-09-30,arXiv API first-published metadata,10.48550/arXiv.2509.25681,Semantic Scholar citation graph: arXiv 2306.03310; arXiv API term search: all:LIBERO AND all:Object,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).; arXiv metadata matched query 'all:LIBERO AND all:Object'; manual citation audit required.,indexed-citation,https://arxiv.org/abs/2509.25681; https://doi.org/10.48550/arXiv.2509.25681; https://www.semanticscholar.org/paper/925d79a0c31a8b7966fac5e6b64904089aabe918,reports-results,spatial; object; goal; long-10,not reported,"Table 1 reports dVLA success rates: Spatial 97.4, Object 97.9, Goal 98.2, Long 92.2, Avg 96.4.",97.4,97.9,98.2,92.2,97.2,Discrete Diffusion VLA,98.8,pi0,97.4,Discrete Diffusion VLA,92.0,OpenVLA-OFT (Discrete) / Discrete Diffusion VLA,"arXiv PDF https://arxiv.org/pdf/2509.25681.pdf, Table 1 and Sec. 4.1.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly classified result row.,low,"arXiv PDF https://arxiv.org/pdf/2509.25681.pdf, Table 1 and Sec. 4.1.",high,official-ish,"Reports standard LIBERO Spatial, Object, Goal, and Long success rates using the usual task-success protocol."
204,Dynamic Mixture of Progressive Parameter-Efficient Expert Library for Lifelong Robot Learning,2025,arXiv.org,n/a,n/a,n/a,2506.05985,2025-06-06,arXiv API first-published metadata,10.48550/arXiv.2506.05985,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2506.05985; https://doi.org/10.48550/arXiv.2506.05985; https://www.semanticscholar.org/paper/a3276f846034a2ed8003a99e5f21516cb239e463,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
205,E0: Enhancing Generalization and Fine-Grained Control in VLA Models via Tweedie Discrete Diffusion,2025,ArXiv.org,n/a,n/a,n/a,2511.21542,2025-11-26,OpenAlex/arXiv harvested publication-date metadata,10.48550/arxiv.2511.21542,"OpenAlex term search: ""LIBERO"" ""robot manipulation""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2511.21542; https://arxiv.org/abs/2511.21542; https://arxiv.org/pdf/2511.21542; https://doi.org/10.48550/arXiv.2511.21542; https://doi.org/10.48550/arxiv.2511.21542; https://openalex.org/W4417095164; https://www.semanticscholar.org/paper/689a1d595ffe11e452cb04f354f6da6005f42265; https://www.semanticscholar.org/paper/ff441ae94022765d5b8f31428cca9dcd5554d84a,reports-results,spatial; object; goal; long-10,50 demonstrations per task,"Table 9 reports E0 success rates: Spatial 97.2, Object 99.4, Goal 95.0, Long 92.2, Avg 96.0.",97.2,99.4,95.0,92.2,96.8,pi0,98.8,pi0,97.2,pi0.5,89.6,pi0.5,"arXiv PDF https://arxiv.org/pdf/2511.21542, Table 9.",high,unclear,,No result-producing checkpoint was verified in this audit.,medium,"arXiv PDF https://arxiv.org/pdf/2511.21542, Table 9.",high,official-ish,"Reports standard LIBERO Spatial, Object, Goal, and Long success rates for the original suites."
206,Efficient Adaptation of Reinforcement Learning Agents to Sudden Environmental Change,2025,ArXiv.org,n/a,n/a,n/a,2505.10330,2025-05-15,OpenAlex/arXiv harvested publication-date metadata,10.48550/arxiv.2505.10330,"OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO-90""; OpenAlex term search: ""LIBERO-Spatial""","OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-90""'; manual citation audit required.; OpenAlex term search matched '""LIBERO-Spatial""'; manual citation audit required.",term-only,http://arxiv.org/abs/2505.10330; https://arxiv.org/pdf/2505.10330; https://doi.org/10.48550/arxiv.2505.10330; https://openalex.org/W4415199941,term-only-not-counted,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Term-only row retained for source-audit coverage; not a countable LIBERO citation/result row.,n/a,,
207,Efficient Continual Adaptation of Pretrained Robotic Policy with Online Meta-Learned Adapters,2025,arXiv.org,n/a,n/a,n/a,2503.18684,2025-03-24,arXiv API first-published metadata,10.48550/arXiv.2503.18684,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2503.18684; https://doi.org/10.48550/arXiv.2503.18684; https://www.semanticscholar.org/paper/98c4e11770e07adad1447193526a5d82776a139e,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
208,Efficient Robotic Policy Learning via Latent Space Backward Planning,2025,International Conference on Machine Learning,International Conference on Machine Learning,harvested source venue/status metadata,medium,2505.06861,2025-05-11,arXiv API first-published metadata,10.48550/arXiv.2505.06861,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2505.06861; https://doi.org/10.48550/arXiv.2505.06861; https://www.semanticscholar.org/paper/0f5a53a37c447caa81e6f331d7910becf4ff32fa,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
209,EgoVLA: Learning Vision-Language-Action Models from Egocentric Human Videos,2025,arXiv.org,n/a,n/a,n/a,2507.12440,2025-07-16,arXiv API first-published metadata,10.48550/arXiv.2507.12440,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2507.12440; https://doi.org/10.48550/arXiv.2507.12440; https://www.semanticscholar.org/paper/715a1b6849fdc3388f5267b9cc77f94f1e9f1ad0,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
210,Embodied AI: A Survey on the Evolution from Perceptive to Behavioral Intelligence,2025,SmartBot,SmartBot,harvested source venue/status metadata,medium,,n/a,n/a,10.1002/smb2.70003,OpenAlex citation graph: W4379919389,OpenAlex says this work cites LIBERO seed/version W4379919389.,indexed-citation,https://doi.org/10.1002/smb2.70003; https://openalex.org/W4414559264,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
211,Embodied AI Agents: Modeling the World,2025,arXiv.org,n/a,n/a,n/a,2506.22355,2025-06-27,arXiv API first-published metadata,10.48550/arXiv.2506.22355,Semantic Scholar citation graph: arXiv 2306.03310,Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).,indexed-citation,https://arxiv.org/abs/2506.22355; https://doi.org/10.48550/arXiv.2506.22355; https://www.semanticscholar.org/paper/121d34fe66a35ef11e408de4119477971ee6e2cc,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
212,"Embodied Co-Design for Rapidly Evolving Agents: Taxonomy, Frontiers, and Challenges",2025,ArXiv.org,n/a,n/a,n/a,2512.04770,2025-12-04,OpenAlex/arXiv harvested publication-date metadata,10.48550/arxiv.2512.04770,"OpenAlex term search: ""LIBERO"" ""robot manipulation""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2512.04770; https://arxiv.org/abs/2512.04770; https://arxiv.org/pdf/2512.04770; https://doi.org/10.48550/arXiv.2512.04770; https://doi.org/10.48550/arxiv.2512.04770; https://openalex.org/W4417087086; https://www.semanticscholar.org/paper/dbec2852a995416c9515677627a6d8a5054d74e7,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph row; no suite/result term was found in harvested metadata during the initial pass.,medium,,
213,Embodied-R1: Reinforced Embodied Reasoning for General Robotic Manipulation,2025,arXiv (Cornell University),International Conference on Learning Representations (ICLR) 2026,"arXiv abs/API https://arxiv.org/abs/2508.13998 lists the comment ""Published as a conference paper at ICLR 2026"".",high,2508.13998,2025-08-19,row-level public-source audit,10.48550/arxiv.2508.13998,"OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""; OpenAlex term search: ""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""; Semantic Scholar citation graph: arXiv 2306.03310","OpenAlex term search matched '""LIBERO benchmark"" robot'; manual citation audit required.; OpenAlex term search matched '""LIBERO"" ""robot manipulation""'; manual citation audit required.; OpenAlex term search matched '""LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning""'; manual citation audit required.; Semantic Scholar says this work cites the LIBERO seed paper (arXiv 2306.03310).",indexed-citation,http://arxiv.org/abs/2508.13998; https://arxiv.org/abs/2508.13998; https://arxiv.org/pdf/2508.13998; https://doi.org/10.48550/arXiv.2508.13998; https://doi.org/10.48550/arxiv.2508.13998; https://openalex.org/W4414537968; https://www.semanticscholar.org/paper/bf5950355f8bec8175b5082340ab35cc81314fae,reports-results,spatial; object; goal; long-10,50 demonstrations per task,"Table 12 reports DP + Embodied-R1 on full LIBERO: Goal 80.7, Spatial 89.6, Object 78.7, Long 68.7, average 79.4. DP Baseline: Goal 64.3, Spatial 76.1, Object 71.4, Long 45.9, average 64.4.",89.6,78.7,80.7,68.7,76.1,DP Baseline,71.4,DP Baseline,64.3,DP Baseline,45.9,DP Baseline,"Appendix/Table 12 in arXiv PDF https://arxiv.org/pdf/2508.13998; the text states full LIBERO Spatial/Object/Goal/Long, 40 tasks total, and 50 demonstrations per task.",high,weight-but-not-for-number,,"Checked the official project page, official GitHub, Hugging Face collection/API metadata, and arXiv HTML. The project releases Embodied-R1 VLM checkpoints and datasets, but the tracked Table 12 LIBERO number is Diffusion Policy + Embodied-R1; I found no public DP+Embodied-R1 LIBERO policy/executor checkpoint or suite-specific action-policy weights tied to that number.",high,https://arxiv.org/pdf/2508.13998 reports integration with Diffusion Policy on the full LIBERO benchmark suites and gives success rates in Table 12.,high,otherwise,"Recheck evidence: The arXiv HTML/PDF says the authors expand to the full LIBERO Spatial, Object, Goal, and Long suites, 40 tasks total, with 50 demonstrations per task, and Table 12 reports DP + Embodied-R1 success rates. However, the same section states Embodied-R1 serves as an efficient conditional planner that synthesizes visual traces to guide the downstream Diffusion Policy and is queried every 15 steps on LIBERO-Long. Sources: https://arxiv.org/pdf/2508.13998; https://arxiv.org/html/2508.13998."
